Country Name,Country Code,Year,Population,organization_name,region,income_group,total_gdp,total_gdp_million,gdp_variation
Latin America & the Caribbean (IDA & IBRD countries),TLA,1993,450695871.0,AMÉRICA LATINA Y EL CARIBE (BIRF Y LA AIF),NO DATA,AGREGADOS,1466985260185.73,1466985.26018573,4.72102931706158
Middle East & North Africa (IDA & IBRD countries),TMN,1993,241166641.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (BIRF Y LA AIF),NO DATA,AGREGADOS,287670603103.169,287670.603103169,1.49716213931355
South Asia (IDA & IBRD),TSA,1993,1209847774.0,ASIA MERIDIONAL (BIRF Y LA AIF),NO DATA,AGREGADOS,380890164437.893,380890.164437893,4.2862747647727
Sub-Saharan Africa (IDA & IBRD countries),TSS,1993,553020385.0,ÁFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),NO DATA,AGREGADOS,369117626218.33,369117.62621833,-0.893695097981677
Upper middle income,UMC,1993,2002338481.0,INGRESO MEDIANO ALTO,NO DATA,AGREGADOS,2763258230655.2,2763258.2306552003,5.88013585788785
World,WLD,1993,5537885402.0,MUNDO,NO DATA,AGREGADOS,25958546729023.5,25958546.7290235,1.84044793139415
Kosovo,XKX,1993,1965000.0,KOSOVO,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),INGRESO MEDIANO ALTO,0.0,0.0,0.0
Arab World,ARB,1994,245449429.0,EL MUNDO ÁRABE,NO DATA,AGREGADOS,499880127406.636,499880.127406636,3.3707554665371
Central Europe and the Baltics,CEB,1994,110021594.0,EUROPA CENTRAL Y DEL BÁLTICO,NO DATA,AGREGADOS,308521665541.456,308521.665541456,3.68868814511475
Channel Islands,CHI,1994,142867.0,ISLAS DEL CANAL,NO DATA,INGRESO ALTO,0.0,0.0,0.0
Caribbean small states,CSS,1994,6227332.0,ESTADOS PEQUEOS DEL CARIBE,NO DATA,AGREGADOS,9841850113.56279,9841.85011356279,3.28020728891202
East Asia & Pacific (excluding high income),EAP,1994,1696480853.0,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1071870810483.26,1071870.81048326,10.9047770069546
Early-demographic dividend,EAR,1994,2205758867.0,INICIAL DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,2502477905739.77,2502477.90573977,3.44992833610947
East Asia & Pacific,EAS,1994,1919576721.0,ASIA ORIENTAL Y EL PACÍFICO,NO DATA,AGREGADOS,7406773345229.26,7406773.34522926,5.22702234495863
Europe & Central Asia (excluding high income),ECA,1994,367545578.0,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,268768053602.037,268768.05360203696,-10.0089096334263
Europe & Central Asia,ECS,1994,854082087.0,EUROPA Y ASIA CENTRAL,NO DATA,AGREGADOS,9408470402122.67,9408470.40212267,1.26085953211803
Euro area,EMU,1994,316366781.0,ZONA DEL EURO,NO DATA,AGREGADOS,6531158636793.26,6531158.63679326,2.51551405819586
European Union,EUU,1994,425399126.0,UNIÓN EUROPEA,NO DATA,AGREGADOS,7157758128808.32,7157758.1288083205,2.70162725723731
Fragile and conflict affected situations,FCS,1994,534779779.0,FRÁGILES Y SITUACIONES DE CONFLICTO AFECTADOS,NO DATA,AGREGADOS,353239960487.675,353239.960487675,-3.43901060722347
High income,HIC,1994,1057433274.0,INGRESO ALTO,NO DATA,AGREGADOS,23825288053707.6,23825288.053707603,2.90735516474345
Heavily indebted poor countries (HIPC),HPC,1994,399503994.0,PAÍSES POBRES MUY ENDEUDADOS (PPME),NO DATA,AGREGADOS,121487763744.988,121487.763744988,-0.151707775908505
IBRD only,IBD,1994,3689444106.0,SÓLO BIRF,NO DATA,AGREGADOS,4334030140518.7,4334030.1405187,3.61456024564603
IDA & IBRD total,IBT,1994,4617236728.0,BIRF Y LA AIF,NO DATA,AGREGADOS,4729836801968.21,4729836.80196821,3.37474272343039
IDA total,IDA,1994,927792622.0,TOTAL DE LA AIF,NO DATA,AGREGADOS,396480125090.845,396480.125090845,0.951944038733444
IDA blend,IDB,1994,309568084.0,MEZCLA DE LA AIF,NO DATA,AGREGADOS,182666646789.055,182666.646789055,0.933471710494317
IDA only,IDX,1994,618224538.0,SÓLO AIF,NO DATA,AGREGADOS,213939613591.554,213939.613591554,0.971047866163175
Latin America & Caribbean (excluding high income),LAC,1994,426562028.0,AMÉRICA LATINA Y EL CARIBE (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1592917766133.52,1592917.76613352,5.26614531769074
Latin America & Caribbean,LCN,1994,474089591.0,AMÉRICA LATINA Y EL CARIBE,NO DATA,AGREGADOS,1795857944908.41,1795857.9449084098,5.22512805183565
Least developed countries: UN classification,LDC,1994,564416992.0,PAÍSES MENOS DESARROLLADOS: CLASIFICACIÓN DE LAS NACIONES UNIDAS,NO DATA,AGREGADOS,167403497132.024,167403.497132024,0.602468691760322
Low income,LIC,1994,336529868.0,PAÍSES DE INGRESO BAJO,NO DATA,AGREGADOS,103189554625.851,103189.554625851,1.63077404746733
Lower middle income,LMC,1994,2180801927.0,PAÍSES DE INGRESO MEDIANO BAJO,NO DATA,AGREGADOS,839706013229.15,839706.01322915,3.97545824215646
Low & middle income,LMY,1994,4543177466.0,INGRESO MEDIANO Y BAJO,NO DATA,AGREGADOS,4051568372030.25,4051568.37203025,5.11280625112636
Late-demographic dividend,LTE,1994,1934464425.0,AVANZADA DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,2441349508235.58,2441349.5082355803,4.41641845725189
Middle East & North Africa,MEA,1994,278384977.0,ORIENTE MEDIO Y NORTE DE ÁFRICA,NO DATA,AGREGADOS,648757954295.854,648757.954295854,3.03496259879743
Middle income,MIC,1994,4206647598.0, INGRESO MEDIANO,NO DATA,AGREGADOS,3951052763801.03,3951052.76380103,5.18646202008337
Middle East & North Africa (excluding high income),MNA,1994,248897278.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,307433748179.398,307433.748179398,2.03648069829801
North America,NAC,1994,292185983.0,AMÉRICA DEL NORTE,NO DATA,AGREGADOS,7869047506907.26,7869047.50690726,4.06413289238709
OECD members,OED,1994,1147748534.0,MIEMBROS OCDE,NO DATA,AGREGADOS,23300248875010.1,23300248.875010103,3.23751962416942
Other small states,OSS,1994,18801091.0,OTROS ESTADOS PEQUEOS,NO DATA,AGREGADOS,42978663543.6029,42978.663543602896,2.26116211641751
Pre-demographic dividend,PRE,1994,467465268.0,PREVIA AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,189982641545.189,189982.641545189,0.0025531881304914
Pacific island small states,PSS,1994,1812838.0,ESTADOS PEQUEOS DE LAS ISLAS DEL PACFICO,NO DATA,AGREGADOS,3414639458.00427,3414.63945800427,4.7624359495393
Post-demographic dividend,PST,1994,990074232.0,POSTERIOR AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,22515765815570.8,22515765.8155708,3.15764495919211
South Asia,SAS,1994,1235693864.0,ASIA MERIDIONAL,NO DATA,AGREGADOS,432085555561.06,432085.55556106,5.91821757420168
Sub-Saharan Africa (excluding high income),SSA,1994,567997865.0,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,377142595380.707,377142.59538070695,0.995902301051757
Sub-Saharan Africa,SSF,1994,568072070.0,ÁFRICA AL SUR DEL SAHARA,NO DATA,AGREGADOS,377662803286.63,377662.80328663,0.992053666611966
Small states,SST,1994,26841261.0,PEQUEÑOS ESTADOS,NO DATA,AGREGADOS,56185862242.972,56185.862242972,2.63830364996684
East Asia & Pacific (IDA & IBRD countries),TEA,1994,1674861271.0,ASIA ORIENTAL Y EL PACÍFICO (BIRF Y LA AIF),NO DATA,AGREGADOS,1070671486728.9,1070671.4867289,10.903747276875
Europe & Central Asia (IDA & IBRD countries),TEC,1994,433470465.0,EUROPA Y ASIA CENTRAL (BIRF Y LA AIF),NO DATA,AGREGADOS,830059083052.188,830059.083052188,-8.42363781916275
Latin America & the Caribbean (IDA & IBRD countries),TLA,1994,458608078.0,AMÉRICA LATINA Y EL CARIBE (BIRF Y LA AIF),NO DATA,AGREGADOS,1715286198515.04,1715286.19851504,5.32006190104306
Middle East & North Africa (IDA & IBRD countries),TMN,1994,246530980.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (BIRF Y LA AIF),NO DATA,AGREGADOS,304590448179.398,304590.448179398,2.03648069829801
South Asia (IDA & IBRD),TSA,1994,1235693864.0,ASIA MERIDIONAL (BIRF Y LA AIF),NO DATA,AGREGADOS,432085555561.06,432085.55556106,5.91821757420168
Sub-Saharan Africa (IDA & IBRD countries),TSS,1994,568072070.0,ÁFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),NO DATA,AGREGADOS,377662803286.63,377662.80328663,0.992053666611881
Upper middle income,UMC,1994,2025845671.0,INGRESO MEDIANO ALTO,NO DATA,AGREGADOS,3111484692777.31,3111484.69277731,5.5174570518391
World,WLD,1994,5622085293.0,MUNDO,NO DATA,AGREGADOS,27941899637871.3,27941899.6378713,3.34233006750591
Kosovo,XKX,1994,1997000.0,KOSOVO,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),INGRESO MEDIANO ALTO,0.0,0.0,0.0
Arab World,ARB,1995,253107302.0,EL MUNDO ÁRABE,NO DATA,AGREGADOS,528480491435.013,528480.491435013,2.81260346438108
Central Europe and the Baltics,CEB,1995,109864246.0,EUROPA CENTRAL Y DEL BÁLTICO,NO DATA,AGREGADOS,394610461625.529,394610.461625529,5.71185865540858
Channel Islands,CHI,1995,143480.0,ISLAS DEL CANAL,NO DATA,INGRESO ALTO,0.0,0.0,0.0
Caribbean small states,CSS,1995,6281204.0,ESTADOS PEQUEOS DEL CARIBE,NO DATA,AGREGADOS,10403406491.1197,10403.4064911197,2.8193263775496
East Asia & Pacific (excluding high income),EAP,1995,1717918821.0,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1322030872193.59,1322030.87219359,9.87383272876539
Early-demographic dividend,EAR,1995,2249993925.0,INICIAL DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,2551929065600.46,2551929.06560046,2.48437619920594
East Asia & Pacific,EAS,1995,1942464423.0,ASIA ORIENTAL Y EL PACÍFICO,NO DATA,AGREGADOS,8410571059755.29,8410571.05975529,5.66502864639247
Europe & Central Asia (excluding high income),ECA,1995,367887617.0,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,307712493377.112,307712.493377112,0.930430999441342
Europe & Central Asia,ECS,1995,855490982.0,EUROPA Y ASIA CENTRAL,NO DATA,AGREGADOS,10871039436647.3,10871039.436647302,2.18376489394929
Euro area,EMU,1995,317181461.0,ZONA DEL EURO,NO DATA,AGREGADOS,7540043683934.17,7540043.68393417,2.46977232099923
European Union,EUU,1995,426203356.0,UNIÓN EUROPEA,NO DATA,AGREGADOS,8298203234321.6,8298203.2343216,2.72496857869784
Fragile and conflict affected situations,FCS,1995,547780237.0,FRÁGILES Y SITUACIONES DE CONFLICTO AFECTADOS,NO DATA,AGREGADOS,431762240285.391,431762.240285391,-0.318400592049571
High income,HIC,1995,1066126401.0,INGRESO ALTO,NO DATA,AGREGADOS,26437210675465.3,26437210.6754653,2.72664644623805
Heavily indebted poor countries (HIPC),HPC,1995,411298637.0,PAÍSES POBRES MUY ENDEUDADOS (PPME),NO DATA,AGREGADOS,141418513778.364,141418.51377836402,4.94740553901711
IBRD only,IBD,1995,3740821342.0,SÓLO BIRF,NO DATA,AGREGADOS,4917852872194.15,4917852.87219415,4.00737403610367
IDA & IBRD total,IBT,1995,4693043793.0,BIRF Y LA AIF,NO DATA,AGREGADOS,5398600949026.55,5398600.94902655,3.96857792675583
IDA total,IDA,1995,952222451.0,TOTAL DE LA AIF,NO DATA,AGREGADOS,482019867670.217,482019.867670217,3.56629584032278
IDA blend,IDB,1995,317616125.0,MEZCLA DE LA AIF,NO DATA,AGREGADOS,256306300158.621,256306.30015862104,2.02784563402901
IDA only,IDX,1995,634606326.0,SÓLO AIF,NO DATA,AGREGADOS,224473224274.773,224473.224274773,5.15674774970489
Latin America & Caribbean (excluding high income),LAC,1995,433730552.0,AMÉRICA LATINA Y EL CARIBE (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1697849387521.22,1697849.38752122,0.415310038975989
Latin America & Caribbean,LCN,1995,482060085.0,AMÉRICA LATINA Y EL CARIBE,NO DATA,AGREGADOS,1942625401757.23,1942625.40175723,0.828996344959961
Least developed countries: UN classification,LDC,1995,579513541.0,PAÍSES MENOS DESARROLLADOS: CLASIFICACIÓN DE LAS NACIONES UNIDAS,NO DATA,AGREGADOS,171634038631.623,171634.038631623,5.78715355322311
Low income,LIC,1995,346361618.0,PAÍSES DE INGRESO BAJO,NO DATA,AGREGADOS,95736608113.5563,95736.6081135563,4.98849065472974
Lower middle income,LMC,1995,2223706508.0,PAÍSES DE INGRESO MEDIANO BAJO,NO DATA,AGREGADOS,997456434904.818,997456.434904818,5.11965539080133
Low & middle income,LMY,1995,4618696093.0,INGRESO MEDIANO Y BAJO,NO DATA,AGREGADOS,4628270895721.81,4628270.89572181,4.57474951498568
Late-demographic dividend,LTE,1995,1955853024.0,AVANZADA DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,3024940848396.4,3024940.8483964,5.63471759025643
Middle East & North Africa,MEA,1995,286096967.0,ORIENTE MEDIO Y NORTE DE ÁFRICA,NO DATA,AGREGADOS,716061472558.187,716061.472558187,3.0542585125025
Middle income,MIC,1995,4272334475.0, INGRESO MEDIANO,NO DATA,AGREGADOS,4533163231804.5,4533163.2318045,4.56629903613552
Middle East & North Africa (excluding high income),MNA,1995,254233340.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,340259302406.652,340259.302406652,2.5724162102172
North America,NAC,1995,295640057.0,AMÉRICA DEL NORTE,NO DATA,AGREGADOS,8247740840061.21,8247740.84006121,2.68501183521724
OECD members,OED,1995,1156879819.0,MIEMBROS OCDE,NO DATA,AGREGADOS,25683839560032.3,25683839.5600323,2.68495830328123
Other small states,OSS,1995,19125038.0,OTROS ESTADOS PEQUEOS,NO DATA,AGREGADOS,50141711799.7697,50141.7117997697,4.28257802080125
Pre-demographic dividend,PRE,1995,481049536.0,PREVIA AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,279724256934.771,279724.256934771,3.07753796791211
Pacific island small states,PSS,1995,1841674.0,ESTADOS PEQUEOS DE LAS ISLAS DEL PACFICO,NO DATA,AGREGADOS,3706127846.17436,3706.12784617436,4.39549235667633
Post-demographic dividend,PST,1995,995310446.0,POSTERIOR AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,24978442351153.3,24978442.3511533,2.70796610457971
South Asia,SAS,1995,1261587780.0,ASIA MERIDIONAL,NO DATA,AGREGADOS,479585498256.836,479585.498256836,6.82380530903693
Sub-Saharan Africa (excluding high income),SSA,1995,583337983.0,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,479940870989.033,479940.870989033,3.30197774193172
Sub-Saharan Africa,SSF,1995,583413287.0,ÁFRICA AL SUR DEL SAHARA,NO DATA,AGREGADOS,480483604759.225,480483.604759225,3.29892649475603
Small states,SST,1995,27247916.0,PEQUEÑOS ESTADOS,NO DATA,AGREGADOS,64157845931.9305,64157.8459319305,3.95530380976352
East Asia & Pacific (IDA & IBRD countries),TEA,1995,1696013989.0,ASIA ORIENTAL Y EL PACÍFICO (BIRF Y LA AIF),NO DATA,AGREGADOS,1320532703146.51,1320532.70314651,9.87314196150675
Europe & Central Asia (IDA & IBRD countries),TEC,1995,433786915.0,EUROPA Y ASIA CENTRAL (BIRF Y LA AIF),NO DATA,AGREGADOS,925405891242.833,925405.891242833,-0.0419954934152855
Latin America & the Caribbean (IDA & IBRD countries),TLA,1995,466483148.0,AMÉRICA LATINA Y EL CARIBE (BIRF Y LA AIF),NO DATA,AGREGADOS,1856222698737.15,1856222.6987371496,0.691045196029322
Middle East & North Africa (IDA & IBRD countries),TMN,1995,251758674.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (BIRF Y LA AIF),NO DATA,AGREGADOS,336976502406.652,336976.502406652,2.53845389724302
South Asia (IDA & IBRD),TSA,1995,1261587780.0,ASIA MERIDIONAL (BIRF Y LA AIF),NO DATA,AGREGADOS,479585498256.836,479585.498256836,6.82380530903693
Sub-Saharan Africa (IDA & IBRD countries),TSS,1995,583413287.0,ÁFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),NO DATA,AGREGADOS,480483604759.225,480483.604759225,3.29892649475603
Upper middle income,UMC,1995,2048627967.0,INGRESO MEDIANO ALTO,NO DATA,AGREGADOS,3535669951727.07,3535669.95172707,4.41680040322696
World,WLD,1995,5706753581.0,MUNDO,NO DATA,AGREGADOS,31149677985790.3,31149677.9857903,3.0975790148142
Kosovo,XKX,1995,2029000.0,KOSOVO,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),INGRESO MEDIANO ALTO,0.0,0.0,0.0
Arab World,ARB,1996,259000937.0,EL MUNDO ÁRABE,NO DATA,AGREGADOS,570909722765.544,570909.722765544,4.82722424331017
Central Europe and the Baltics,CEB,1996,109626194.0,EUROPA CENTRAL Y DEL BÁLTICO,NO DATA,AGREGADOS,417343085845.115,417343.085845115,4.48583106141973
Channel Islands,CHI,1996,144348.0,ISLAS DEL CANAL,NO DATA,INGRESO ALTO,0.0,0.0,0.0
Caribbean small states,CSS,1996,6331277.0,ESTADOS PEQUEOS DEL CARIBE,NO DATA,AGREGADOS,11182904174.0661,11182.9041740661,4.05464738291295
East Asia & Pacific (excluding high income),EAP,1996,1738967370.0,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1518329454783.52,1518329.45478352,9.06139340766063
Early-demographic dividend,EAR,1996,2294576653.0,INICIAL DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,2767603354482.59,2767603.3544825898,5.77691293789522
East Asia & Pacific,EAS,1996,1965146473.0,ASIA ORIENTAL Y EL PACÍFICO,NO DATA,AGREGADOS,8104052553434.5,8104052.5534345,5.61641256938579
Europe & Central Asia (excluding high income),ECA,1996,368312923.0,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,326484068631.104,326484.068631104,3.94898194643314
Europe & Central Asia,ECS,1996,856856802.0,EUROPA Y ASIA CENTRAL,NO DATA,AGREGADOS,11095956526287.3,11095956.5262873,1.80895876853771
Euro area,EMU,1996,318003013.0,ZONA DEL EURO,NO DATA,AGREGADOS,7629500965928.12,7629500.965928121,1.74306143123117
European Union,EUU,1996,426896861.0,UNIÓN EUROPEA,NO DATA,AGREGADOS,8433442480253.4,8433442.4802534,1.91624366351952
Fragile and conflict affected situations,FCS,1996,560351009.0,FRÁGILES Y SITUACIONES DE CONFLICTO AFECTADOS,NO DATA,AGREGADOS,466440941348.014,466440.941348014,3.40846939183818
High income,HIC,1996,1073216638.0,INGRESO ALTO,NO DATA,AGREGADOS,26649646344819.5,26649646.3448195,2.90615924652971
Heavily indebted poor countries (HIPC),HPC,1996,423019239.0,PAÍSES POBRES MUY ENDEUDADOS (PPME),NO DATA,AGREGADOS,154144307318.465,154144.307318465,5.11073809053271
IBRD only,IBD,1996,3791695401.0,SÓLO BIRF,NO DATA,AGREGADOS,5370411866159.34,5370411.866159339,5.45990940073932
IDA & IBRD total,IBT,1996,4768632422.0,BIRF Y LA AIF,NO DATA,AGREGADOS,5923939075697.93,5923939.07569793,5.40495887461458
IDA total,IDA,1996,976937021.0,TOTAL DE LA AIF,NO DATA,AGREGADOS,555470881472.529,555470.881472529,4.83121250919396
IDA blend,IDB,1996,325908669.0,MEZCLA DE LA AIF,NO DATA,AGREGADOS,310420030319.796,310420.030319796,4.59614117619411
IDA only,IDX,1996,651028352.0,SÓLO AIF,NO DATA,AGREGADOS,243008429991.48,243008.42999148,5.06699868460589
Latin America & Caribbean (excluding high income),LAC,1996,440873439.0,AMÉRICA LATINA Y EL CARIBE (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1853066832058.51,1853066.83205851,3.87133021845646
Latin America & Caribbean,LCN,1996,490002410.0,AMÉRICA LATINA Y EL CARIBE,NO DATA,AGREGADOS,2101355129053.54,2101355.12905354,3.90988898008172
Least developed countries: UN classification,LDC,1996,594629550.0,PAÍSES MENOS DESARROLLADOS: CLASIFICACIÓN DE LAS NACIONES UNIDAS,NO DATA,AGREGADOS,180837332432.292,180837.332432292,5.59933075773212
Low income,LIC,1996,356203001.0,PAÍSES DE INGRESO BAJO,NO DATA,AGREGADOS,92511396652.1535,92511.3966521535,5.73251344485462
Lower middle income,LMC,1996,2266705711.0,PAÍSES DE INGRESO MEDIANO BAJO,NO DATA,AGREGADOS,1136320651080.95,1136320.65108095,6.34675876487596
Low & middle income,LMY,1996,4694052890.0,INGRESO MEDIANO Y BAJO,NO DATA,AGREGADOS,5140547190595.43,5140547.190595429,6.21983853314121
Late-demographic dividend,LTE,1996,1975201502.0,AVANZADA DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,3336408333512.42,3336408.33351242,5.06790807616397
Middle East & North Africa,MEA,1996,292041169.0,ORIENTE MEDIO Y NORTE DE ÁFRICA,NO DATA,AGREGADOS,796664173285.208,796664.1732852081,5.13426834989683
Middle income,MIC,1996,4337849889.0, INGRESO MEDIANO,NO DATA,AGREGADOS,5047171457446.35,5047171.45744635,6.22980353811428
Middle East & North Africa (excluding high income),MNA,1996,259431598.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,380849300431.517,380849.300431517,6.18073121320973
North America,NAC,1996,299064347.0,AMÉRICA DEL NORTE,NO DATA,AGREGADOS,8706425384132.75,8706425.38413275,3.60731811621105
OECD members,OED,1996,1165880992.0,MIEMBROS OCDE,NO DATA,AGREGADOS,25901597346802.1,25901597.3468021,3.1146493842851
Other small states,OSS,1996,19460551.0,OTROS ESTADOS PEQUEOS,NO DATA,AGREGADOS,51655759656.0388,51655.759656038805,3.40467197827405
Pre-demographic dividend,PRE,1996,494517689.0,PREVIA AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,338893098232.776,338893.098232776,5.61440198317899
Pacific island small states,PSS,1996,1868390.0,ESTADOS PEQUEOS DE LAS ISLAS DEL PACFICO,NO DATA,AGREGADOS,3971803073.62918,3971.80307362918,2.97191789236429
Post-demographic dividend,PST,1996,1000603285.0,POSTERIOR AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,25096497647860.3,25096497.6478603,2.93290516009708
South Asia,SAS,1996,1287476203.0,ASIA MERIDIONAL,NO DATA,AGREGADOS,524681300053.179,524681.300053179,6.70814719461485
Sub-Saharan Africa (excluding high income),SSA,1996,598991357.0,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,536105193364.824,536105.1933648239,5.11867589643404
Sub-Saharan Africa,SSF,1996,599067774.0,ÁFRICA AL SUR DEL SAHARA,NO DATA,AGREGADOS,536641887730.234,536641.887730234,5.12381704407684
Small states,SST,1996,27660218.0,PEQUEÑOS ESTADOS,NO DATA,AGREGADOS,66730631009.3557,66730.6310093557,3.52552505634245
East Asia & Pacific (IDA & IBRD countries),TEA,1996,1716810410.0,ASIA ORIENTAL Y EL PACÍFICO (BIRF Y LA AIF),NO DATA,AGREGADOS,1516598894947.17,1516598.8949471698,9.06073954411659
Europe & Central Asia (IDA & IBRD countries),TEC,1996,434113394.0,EUROPA Y ASIA CENTRAL (BIRF Y LA AIF),NO DATA,AGREGADOS,952472372015.033,952472.3720150328,1.0252886463208
Latin America & the Caribbean (IDA & IBRD countries),TLA,1996,474321040.0,AMÉRICA LATINA Y EL CARIBE (BIRF Y LA AIF),NO DATA,AGREGADOS,2016731412170.67,2016731.41217067,3.90580979973996
Middle East & North Africa (IDA & IBRD countries),TMN,1996,256843601.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (BIRF Y LA AIF),NO DATA,AGREGADOS,377439700431.517,377439.700431517,6.2194944249551
South Asia (IDA & IBRD),TSA,1996,1287476203.0,ASIA MERIDIONAL (BIRF Y LA AIF),NO DATA,AGREGADOS,524681300053.179,524681.300053179,6.70814719461485
Sub-Saharan Africa (IDA & IBRD countries),TSS,1996,599067774.0,ÁFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),NO DATA,AGREGADOS,536641887730.234,536641.887730234,5.1238170440769
Upper middle income,UMC,1996,2071144178.0,INGRESO MEDIANO ALTO,NO DATA,AGREGADOS,3910793518612.33,3910793.51861233,6.19810903126381
World,WLD,1996,5789655178.0,MUNDO,NO DATA,AGREGADOS,31866900968539.2,31866900.9685392,3.58228590043383
Kosovo,XKX,1996,2059000.0,KOSOVO,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),INGRESO MEDIANO ALTO,0.0,0.0,0.0
Arab World,ARB,1997,264822167.0,EL MUNDO ÁRABE,NO DATA,AGREGADOS,614596967130.055,614596.9671300551,5.46287542350635
Central Europe and the Baltics,CEB,1997,109422013.0,EUROPA CENTRAL Y DEL BÁLTICO,NO DATA,AGREGADOS,411041470567.888,411041.470567888,2.25231388804966
Channel Islands,CHI,1997,145387.0,ISLAS DEL CANAL,NO DATA,INGRESO ALTO,0.0,0.0,0.0
Caribbean small states,CSS,1997,6378551.0,ESTADOS PEQUEOS DEL CARIBE,NO DATA,AGREGADOS,14337614317.5769,14337.6143175769,3.42383117080607
East Asia & Pacific (excluding high income),EAP,1997,1759768570.0,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1570608601735.38,1570608.6017353798,7.34106990026493
Early-demographic dividend,EAR,1997,2339379359.0,INICIAL DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,2955980119905.03,2955980.11990503,4.9405550833236
East Asia & Pacific,EAS,1997,1987315524.0,ASIA ORIENTAL Y EL PACÍFICO,NO DATA,AGREGADOS,7746408365377.98,7746408.36537798,4.06394714680218
Europe & Central Asia (excluding high income),ECA,1997,368733376.0,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,346373039221.733,346373.039221733,5.60674410463395
Europe & Central Asia,ECS,1997,858163120.0,EUROPA Y ASIA CENTRAL,NO DATA,AGREGADOS,10524197100057.7,10524197.1000577,3.10174023812944
Euro area,EMU,1997,318761752.0,ZONA DEL EURO,NO DATA,AGREGADOS,6977670456654.7,6977670.4566547,2.76425775245106
European Union,EUU,1997,427538048.0,UNIÓN EUROPEA,NO DATA,AGREGADOS,7735785821341.67,7735785.82134167,2.68608095787121
Fragile and conflict affected situations,FCS,1997,572655639.0,FRÁGILES Y SITUACIONES DE CONFLICTO AFECTADOS,NO DATA,AGREGADOS,522326827962.996,522326.827962996,4.54412563917934
High income,HIC,1997,1080137470.0,INGRESO ALTO,NO DATA,AGREGADOS,26214402730786.5,26214402.7307865,3.50660009140481
Heavily indebted poor countries (HIPC),HPC,1997,434736157.0,PAÍSES POBRES MUY ENDEUDADOS (PPME),NO DATA,AGREGADOS,161384022956.277,161384.022956277,5.54598794144236
